track_id,pageviews
5cy5IStIn7OSHDEIgXeDyq,189982.0
5uyK1WM8qe14n70kvh3IUM,20488.0
1LzFh1VZ0FLeUesOFEuhyl,13510.0
60mGckXEG1EzR4VmjYLfEW,37225.0
0VkDedVtP7TQDlaCMq9QVx,125456.0
0EY1Z9UmZnYZyM7zHs6C0j,154960.0
49NDegc7RQyvq6mhAs06p6,25334.0
1K1TFdBh7NrDyKiwiJEmsy,47283.0
2dgjjOdz8qnGXLos9xbNNV,56624.0
1XxUDJp9zsjd6tBSvE3la4,42313.0
0mJQlCl9YgxW7kyeltNiVk,15137.0
0rhyBUAgNXwdyvGVXSrLzc,87300.0
5W2wzbDu4os7SbAGVzbYfY,9104.0
7ndGFo9nZ108KPgXtfYWCe,39060.0
3YSfGJNDtF8KrHlwCAaVns,13122.0
2pAdtQuiEVGr7nOXGiv7t4,31251.0
1LwP9g1Hjbs64jXM2Qsxry,78210.0
1NQPc9znr56Ci6f02HoLpg,78826.0
2SQkCUj5rYrFCRKnaTbYYr,21868.0
7vjFBqqEubJSWPm0v9gMX5,6586.0
04ijIUVdT4Qy1SBWFUPROY,28650.0
6UQDkQdtvj3f7F7edAsqda,238484.0
2gjfwCx1QeD7nfGXxong5o,20577.0
5rzr3lYGJiw3OXEg8imWgH,96085.0
5Hcl1reJnHIfJBbCcglaKR,245083.0
0nFZ2HQRnIxiwraCm2X6Uq,25886.0
1Cc1kD0xeMXZpdUinsH1mP,22495.0
5K3Q1gue9nWLLwh6bYQFoB,133611.0
2vz1CsL5WBsbpBcwgboTAw,39300.0
5nW7RbN0mBLPts9CURNwdy,11867.0
1NbHlnoQbLMMy07BxJK5EP,19139.0
3o1nX61oecxnqXieA2ma0U,87653.0
5LeDMHIZ5YDZ2b1VOcYVcG,11438.0
4VFNyv0nVew5C878WDsPvE,239084.0
4AfsbRvvuN7nEHAhONdeEp,35253.0
4cgjA7B4fJBHyB9Ya2bu0t,921086.0
7oDDV1cal0M0RIjr4HuuJ9,102791.0
7j5Q3zhjvpQvMeoPSZwdsa,138924.0
1Qrdlkgg9I4J7r3P4kZNwr,90805.0
4tSZr210OTY6upjNYfEYUI,18413.0
3zf2eLN9Yf8ayZO5cn4Xh5,121026.0
77Oww6V7jooOd7aNEMnFJ3,57449.0
2P884dqfjksDMSzUZksfrS,368673.0
1bQ6SZAR7xI0z6sIxK95KJ,9761.0
7D4EtbE7LfQiH8CWj7fQoz,30921.0
6l6vgKIgXLnqgSMqf4nGNc,122719.0
5RSeCwyPtZckl0GNNj7Rv5,17290.0
3VyJPsb2ucaaVptLSDpJNH,47827.0
2F1fnE1a8zQCogM6jJifHH,295961.0
29vqBtjJTBLS1f8dKJS4Ht,121266.0
2zbXf2qz52eXmw4dpHWWq6,30517.0
2Y90nL1ohB4sgYELDs7uNx,321858.0
4ZCLM74MYhUy80TPiaAuee,31732.0
65bvH7egzl7h9f7uJmqGV4,41214.0
5IeTFRymTDiza7DciBD1Gk,117909.0
29KyVqHekckVGfxHn8QS7m,12920.0
6XpczhG192lULA9i4JLqKJ,16304.0
3j3AQc4yU8vrnHl5uITbho,61350.0
23l1kVpqMVREiwU1YAlcr4,332795.0
6twEEIkgsC2Iv6RczUjLGv,26890.0
3UIENhLRdFIOuRan92cAQu,37690.0
1iKVDnBTqmZErf96ldGrZe,151442.0
3fvDLsiTHPQNgzuMd3Mpb5,28363.0
5pihM63Tj50g1XjLxq0iU8,22457.0
6XomFpGnHv0hYgUoW75dOw,9361.0
46NtQJH1eok28bucLlHqQT,18049.0
53S71YBhCXerA0zMtUgdsy,19619.0
3RMeOetCdXttthQK0clPuz,389424.0
2elAyF0DLb10MWj76pU6pP,51726.0
2zMZktCS0HT1GHIgEsf6kx,292205.0
19aYH2zhbnTNx4plfenrIk,37514.0
04BQXS1HwzNpfZ2Wvw2RIy,99445.0
14mUKa5uIP5wD8SmJbX8ZD,11598.0
0mSvo1tBguedny4troEYTU,21020.0
2cG2bZy32qIxWVbFrobSQ1,5020.0
7dQC53NiYOY9gKg3Qsu2Bs,200829.0
7feSbMqJGg9yL0s6ypxy9S,86489.0
4U7NhC2rQTAhH7dw7H0goB,39020.0
356134ums8iF3GNIrheeYX,5304.0
1Jrt2fqQm5JEKlAPMYG2nD,100926.0
6QJCZyJv1fhkCyZA3lRoAD,23041.0
1iQpStZpzBb5TOuTDKJKdj,325687.0
6iX1f3r7oUJnMbGgQ2gx1j,221140.0
3CwGE5jaRJDx0YZN0vqJRS,11587.0
0aMqNFBj9KtPTD3c3tByRT,173111.0
4dHOgrFlbfekCozBNwy9li,30517.0
029NqmIySn1kOY305AAhxT,239461.0
2UC5XnHA1Wn9FjQmbjNca9,34093.0
2o4u19nlQWOGg5mLanT7Pg,537121.0
5MPxgVGxq79wcoNKtlRaTf,21243.0
3F2YXxSOC9dPmxXdrh6mYl,11027.0
1miXjv3X34Q9w7wDZoBnDz,155168.0
22wWxHGHRH8gZXNDXRgSqY,79913.0
2E7W1X4maFFcjHrVrFA7Vs,51153.0
37Vzad7uGm0I9zJIFXlT4b,56192.0
6NAEpcvbmNdT0cWP3LFDcY,30517.0
6nFdjV1Ko66O111x74K2kn,30517.0
2FAL6hxj5Qxuj0kWOkEOsF,70227.0
471SXWs7Ko4d2rkKOk7oPF,82357.0
2HsjJJL4DhPCzMlnaGv7ap,43918.0
6bzwsAtj4TqaBysLDrGiO3,123720.0
4yFNG0S4As4vZllmPj22d9,4065763.0
0Bg100ruK1ZD7H96rNo6fR,58798.0
5gpImN0eqlucE3a3r121SF,11989.0
1wyluqXP2ujdTpCfm1E617,195093.0
41Laec0pItedzpw2D8HWYp,29973.0
11leihwcsTVOTo1gxpgYNG,238485.0
1D2QnxvMOac95EG9C0KbsJ,22929.0
1ZnXuijpwEBjhNxpEnb8WH,20520.0
4x4e63yL8r7tOFcZ0n6KHe,50112.0
4qM461TqtpnP4GLRIXwEnW,25389.0
22KSOpUAlJLJhACvQ65Bho,18354.0
78FHUZRbFDCG6VkRAQdFLm,113940.0
5laT2a6iEq4IxgEDV9dSCr,36671.0
6OKhBvddAlWxxFnjbpilhu,21653.0
4KFM3A5QF2IMcc6nHsu3Wp,372794.0
2cpUudtTX7OU6DcoNTuxwB,18636.0
4kZOi9K2i06Syi2DiSfEqT,9588.0
7gIQrP5rRbb0BX8lFEnTwg,228774.0
3ydweVPwq9PCEVJ8WwqT6u,21995.0
65UsbB9vbgeUn2HZOcKLrJ,8743.0
5KVak7r5YKcnkmARc0hy0Q,22506.0
3TLtCHUaiMHcQcJVGVW2p2,25389.0
09LikVa6VgPYcsChqn1N0U,65067.0
1y5V5qja332UyMeUurFhDS,44013.0
4a0oZYU2ntSUof4lkm2PCl,56108.0
6oBEmZu29JqnBDOWZOmm6O,146977.0
4TsM99sJBqypeDgcsDWyMN,19383.0
08o75xMKmGrKny6GsXrNJW,210946.0
5f7KV4oOHZylrpa5XKFu6G,100381.0
4TxBGpTxrNvRNhF39Dl3NQ,9949.0
7yQNqjXp9BAGAppPGkTbYf,8156.0
67q0QsfLcTa2SqhP2wQbia,77455.0
5DH7nDryMhpixm4G4B7RP9,189200.0
7Mj6R7TjsPxeLYu0Xdvl73,39041.0
5y1Uc72BAKxaleTEXpcJJq,141397.0
0ElRzK07sc9eszyk1ea9Ab,30680.0
2tWhYbJL0dZbkWXfhZbDZs,43880.0
0u90NnJ2p3Q2MIP9IaAsg5,57742.0
1ArdfXwdvwzapms9p1wxEb,24665.0
0QVJsWtmgj9SWZaLYiX2i3,64312.0
4dhPbGPssNpV6pSEtgTmO7,1381246.0
42wFJFBEkSBfM74T9Eb6LZ,329155.0
341b9JIDHZ3oaMVNwS0OsA,49968.0
4MLPCRYNhDIKcRjzS54ceu,44404.0
1Gnufs5iuI3h5ow29J7tOO,7821.0
0OtgQMnnZL5KVjpABf6SdR,14657.0
7gMOe0gXYcELUoVugfMmHP,77374.0
38Lf9Im0jQhAaKx8ehQM1S,67246.0
2hConpLOB6gmyM8vDkVOof,22186.0
6y4OjcEz7LMrdVGODrcAIv,145575.0
5g5EdgkfKVUceOTJtm0Kel,20971.0
6MfVSA5iKBPHzo6RGARjL0,46501.0
0Y1xRI76IwqT0OE0Mzxz4j,16492.0
4wJq75UFYtFYbMO2KBBnlw,41324.0
7btwmzYKStDASnnx0vubga,18877.0
4x1iqAZIrfetO4o45KHhcC,31957.0
67MkU3b7k2fBL6oHHUiM09,44920.0
3quyxN3SapEsojxk1Uw10K,16736.0
3KTxIOIZIE7UM6vwCX4Ofv,32892.0
